time,type,traffic_flow
78.9,TCP,419
80.7,TCP,2246
80.9,TCP,839388
81.0,TCP,890112
81.1,TCP,820678
81.1,UDP,289
81.2,TCP,789751
81.3,TCP,832714
81.4,TCP,478199
81.5,TCP,214478
81.6,TCP,593168
81.7,TCP,629380
81.8,TCP,703044
81.9,TCP,732696
82.0,TCP,447418
82.1,TCP,24742
82.2,TCP,144862
82.3,TCP,703538
82.4,TCP,770396
82.5,TCP,889566
82.6,TCP,851266
82.7,TCP,857934
82.8,TCP,826584
82.9,TCP,846882
83.0,TCP,1004134
83.1,TCP,936296
83.2,TCP,896946
83.3,TCP,920366
83.4,TCP,802242
83.5,TCP,1035630
83.6,TCP,533645
83.7,TCP,3331
83.8,TCP,419
85.7,TCP,125893
85.8,TCP,751224
85.9,TCP,807014
86.0,TCP,886704
86.1,TCP,770318
86.2,TCP,918222
86.3,TCP,1039880
86.4,TCP,1065058
86.5,TCP,1143708
86.6,TCP,891784
86.7,TCP,1073834
86.8,TCP,858714
86.9,TCP,865350
87.0,TCP,1084110
87.1,TCP,953936
87.2,TCP,958954
87.3,TCP,782948
87.4,TCP,1023254
87.5,TCP,1040564
87.6,TCP,1091502
87.7,TCP,1186724
87.8,TCP,1120076
87.9,TCP,111012
88.0,TCP,1805
90.7,TCP,215013
90.8,TCP,822364
90.9,TCP,822494
91.0,TCP,956210
91.1,TCP,725932
91.2,TCP,958352
91.3,TCP,799718
91.4,TCP,776178
91.5,TCP,724518
91.6,TCP,906780
91.7,TCP,927872
91.8,TCP,616276
91.9,TCP,637476
92.0,TCP,736170
92.1,TCP,982730
92.2,TCP,916973
92.3,TCP,1068060
92.4,TCP,844712
92.4,UDP,168
92.5,TCP,6531
92.6,TCP,4224
92.7,TCP,4607
92.7,UDP,390
92.8,TCP,8135
92.9,TCP,2358
93.0,TCP,3273
93.1,TCP,73993
93.1,UDP,95
93.2,TCP,3261
93.2,UDP,159
93.3,TCP,2164
93.4,TCP,7954
93.5,TCP,443843
93.6,TCP,204984
93.7,TCP,3617
93.8,TCP,690736
93.9,TCP,960513
94.0,TCP,718911
94.1,TCP,676804
94.2,TCP,633891
94.3,TCP,544342
94.4,TCP,567351
94.5,TCP,619246
94.6,TCP,744087
94.7,TCP,732271
94.8,TCP,554766
94.9,TCP,606571
95.0,TCP,802121
95.1,TCP,162686
95.2,TCP,838523
95.3,TCP,884955
95.4,TCP,905196
95.5,TCP,869311
95.6,TCP,907921
95.7,TCP,918599
95.8,TCP,887354
95.9,TCP,1105875
96.0,TCP,1093265
96.1,TCP,814152
96.2,TCP,910176
96.3,TCP,815992
96.4,TCP,786778
96.5,TCP,1039412
96.6,TCP,905774
96.7,TCP,1077056
96.8,TCP,892806
96.9,TCP,878235
97.0,TCP,22745
97.1,TCP,847758
97.2,TCP,893882
97.3,TCP,1056710
97.4,TCP,977420
97.5,TCP,985492
97.6,TCP,953648
97.7,TCP,954770
97.8,TCP,880310
97.9,TCP,1036992
98.0,TCP,916864
98.1,TCP,917004
98.2,TCP,978716
98.3,TCP,961112
98.4,TCP,1017716
98.5,TCP,939824
98.6,TCP,1018790
98.7,TCP,573711
98.8,TCP,419
98.9,TCP,682169
99.0,TCP,1038188
99.1,TCP,1066474
99.2,TCP,1043946
99.3,TCP,1125144
99.4,TCP,1130436
99.5,TCP,959390
99.6,TCP,1116474
99.7,TCP,1077448
99.8,TCP,1003856
99.9,TCP,1131836
100.0,TCP,981524
100.1,TCP,689939
100.2,TCP,117010
100.3,TCP,1090182
100.4,TCP,1154512
100.5,TCP,1104806
100.6,TCP,1023580
100.7,TCP,1015542
100.8,TCP,1106034
100.9,TCP,1102908
101.0,TCP,1147234
101.1,TCP,1096086
101.2,TCP,877406
101.3,TCP,1085692
101.4,TCP,1028398
101.5,TCP,1051348
101.6,TCP,1165182
101.7,TCP,1015940
101.8,TCP,1032490
101.9,TCP,1167519
102.0,TCP,177394
102.1,TCP,696681
102.2,TCP,937398
102.3,TCP,853626
102.4,TCP,1051860
102.5,TCP,1095202
102.6,TCP,1140970
102.7,TCP,990974
102.8,TCP,1116554
102.9,TCP,1024260
103.0,TCP,1046786
103.1,TCP,1096484
103.2,TCP,1013014
103.3,TCP,1123598
103.4,TCP,914578
103.5,TCP,990222
103.6,TCP,904732
103.7,TCP,1120752
103.8,TCP,434832
103.9,TCP,18150
104.0,TCP,118522
104.1,TCP,307070
104.2,TCP,762443
104.3,TCP,628702
104.4,TCP,1004748
104.5,TCP,1145924
104.6,TCP,803130
104.7,TCP,1010512
104.8,TCP,1008222
104.9,TCP,946318
105.0,TCP,1060902
105.1,TCP,1079100
105.2,TCP,1229672
105.3,TCP,1185272
105.4,TCP,952800
105.5,TCP,1062874
105.6,TCP,1100788
105.7,TCP,1064956
105.8,TCP,1036836
105.9,TCP,150937
107.5,TCP,325635
107.6,TCP,1035242
107.7,TCP,1130244
107.8,TCP,1009954
107.9,TCP,964406
108.0,TCP,872866
108.1,TCP,735014
108.2,TCP,881364
108.3,TCP,902140
108.4,TCP,844400
108.5,TCP,783954
108.6,TCP,889292
108.7,TCP,1032396
108.8,TCP,848428
108.9,TCP,842004
109.0,TCP,451584
109.1,TCP,883304
109.2,TCP,981840
109.3,TCP,772394
109.4,TCP,1017884
109.5,TCP,952198
109.6,TCP,901272
109.7,TCP,346204
109.8,TCP,515808
109.9,TCP,560862
110.0,TCP,681548
110.1,TCP,878688
110.2,TCP,719896
110.3,TCP,910456
110.4,TCP,936214
110.5,TCP,757774
110.6,TCP,602394
110.7,TCP,556675
110.8,TCP,586570
110.9,TCP,617944
111.0,TCP,750136
111.1,TCP,829886
111.2,TCP,896844
111.3,TCP,772684
111.4,TCP,921888
111.5,TCP,932886
111.6,TCP,888836
111.7,TCP,970550
111.8,TCP,920534
111.9,TCP,1078808
112.0,TCP,130276
112.1,TCP,1819
113.8,TCP,70183
113.9,TCP,563078
114.0,TCP,569860
114.1,TCP,755180
114.2,TCP,573014
114.3,TCP,474600
114.4,TCP,559362
114.5,TCP,506794
114.6,TCP,652704
114.7,TCP,654810
114.8,TCP,750210
114.9,TCP,29172
115.0,TCP,27198
115.1,TCP,491600
115.2,TCP,770476
115.3,TCP,1039404
115.4,TCP,784506
115.5,TCP,673194
115.6,TCP,1014584
115.7,TCP,872324
115.8,TCP,694846
115.9,TCP,687926
116.0,TCP,717420
116.1,TCP,705148
116.2,TCP,677730
116.3,TCP,683144
116.4,TCP,722780
116.5,TCP,710352
116.6,TCP,191248
116.7,TCP,2310
117.2,UDP,352
118.8,TCP,44173
118.9,TCP,840222
119.0,TCP,586334
119.1,TCP,669664
119.2,TCP,895332
119.3,TCP,770924
119.4,TCP,777324
119.5,TCP,590976
119.6,TCP,834188
119.7,TCP,936952
119.8,TCP,844876
119.9,TCP,725216
120.0,TCP,442368
120.1,TCP,635862
120.2,TCP,765632
120.3,TCP,771606
120.4,TCP,673518
120.5,TCP,782298
120.6,TCP,891556
120.7,TCP,1048338
120.8,TCP,1040600
120.9,TCP,797350
121.0,TCP,767664
121.1,TCP,798496
121.2,TCP,35433
121.3,TCP,1771
123.8,TCP,2222
123.9,TCP,491991
124.0,TCP,592812
124.1,TCP,577826
124.2,TCP,620944
124.3,TCP,584976
124.4,TCP,541792
124.5,TCP,531312
124.6,TCP,88242
124.7,TCP,405008
124.8,TCP,483130
124.9,TCP,227242
125.0,TCP,538946
125.1,TCP,181116
125.2,TCP,12148
125.3,TCP,145324
125.4,TCP,572052
125.5,TCP,248830
125.6,TCP,525350
125.7,TCP,514202
125.8,TCP,483332
125.9,TCP,113120
126.0,TCP,699266
126.1,TCP,619120
126.2,TCP,13382
126.3,TCP,655010
126.4,TCP,429032
126.5,TCP,160694
126.6,TCP,153578
126.7,TCP,271900
126.8,TCP,68540
126.9,TCP,302620
127.0,TCP,265550
127.1,TCP,99000
127.2,TCP,331774
127.3,TCP,355664
127.4,TCP,203274
127.5,TCP,143384
127.6,TCP,300886
127.8,TCP,266834
127.9,TCP,352490
128.1,TCP,413116
128.2,TCP,684226
128.3,TCP,62322
128.4,TCP,575192
128.5,TCP,255888
128.6,TCP,11014
128.7,TCP,301422
128.8,TCP,419700
128.9,TCP,53828
129.0,TCP,335218
129.1,TCP,493152
129.2,TCP,98192
129.3,TCP,128684
129.4,TCP,194811
129.5,TCP,2329
129.6,TCP,178693
129.7,TCP,347635
129.8,TCP,138556
129.9,TCP,211458
130.0,TCP,551334
130.1,TCP,253300
130.2,TCP,110160
130.3,TCP,129954
130.4,TCP,240822
130.5,TCP,166610
130.6,TCP,450672
130.7,TCP,288904
130.8,TCP,140718
130.9,TCP,496964
131.0,TCP,412788
131.1,TCP,132130
131.2,TCP,626612
131.3,TCP,692120
131.4,TCP,101802
131.5,TCP,297670
131.6,TCP,254396
131.7,TCP,68540
131.8,TCP,287996
131.9,TCP,277412
132.1,TCP,136364
132.2,TCP,248660
132.3,TCP,225352
132.4,TCP,98014
132.5,TCP,311636
132.6,TCP,6426
132.7,TCP,255364
132.8,TCP,334056
132.9,TCP,273706
133.0,TCP,10430
133.1,TCP,228648
133.2,TCP,140870
133.3,TCP,365080
133.4,TCP,460698
133.5,TCP,520950
133.6,TCP,523379
133.7,TCP,8954
133.8,TCP,582558
133.9,TCP,562512
134.0,TCP,544752
134.1,TCP,618246
134.2,TCP,676630
134.3,TCP,677872
134.4,TCP,642938
134.5,TCP,596386
134.6,TCP,623376
134.7,TCP,828236
134.8,TCP,799746
134.9,TCP,789316
135.0,TCP,720540
135.1,TCP,770539
135.2,TCP,964048
135.3,TCP,1009132
135.4,TCP,980898
135.5,TCP,884842
135.6,TCP,1025324
135.7,TCP,964420
135.8,TCP,977710
135.9,TCP,1196422
136.0,TCP,915368
136.1,TCP,890836
136.2,TCP,773292
136.3,TCP,975460
136.4,TCP,989550
136.5,TCP,946280
136.6,TCP,1010922
136.7,TCP,1111320
136.8,TCP,1074602
136.9,TCP,636902
137.0,TCP,53714
137.1,TCP,596256
137.2,TCP,1071338
137.3,TCP,910174
137.4,TCP,1005802
137.5,TCP,705804
137.6,TCP,671576
137.7,TCP,926836
137.8,TCP,979378
137.9,TCP,1030672
138.0,TCP,992502
138.1,TCP,722604
138.2,TCP,735834
138.3,TCP,1064556
138.4,TCP,1005216
138.5,TCP,1206006
138.6,TCP,980735
138.6,UDP,186
138.7,TCP,1143680
138.8,TCP,1063502
138.9,TCP,1041189
139.0,TCP,1065332
139.1,TCP,386267
139.2,TCP,1156610
139.3,TCP,975029
139.4,TCP,1163584
139.5,TCP,954352
139.6,TCP,982238
139.7,TCP,1053186
139.8,TCP,936918
139.9,TCP,913648
140.0,TCP,1044148
140.1,TCP,788556
140.2,TCP,882086
140.3,TCP,1031131
140.4,TCP,1052398
140.5,TCP,953570
140.6,TCP,1008226
140.7,TCP,1110480
