time,type,traffic_flow
110.1,UDP,772
110.2,UDP,1026
110.3,TCP,85
110.3,UDP,784
110.5,UDP,431
110.6,UDP,83
110.7,UDP,941
110.8,UDP,400
111.1,UDP,582
111.2,UDP,1070
111.3,UDP,780
111.4,TCP,975
111.4,UDP,1236
111.5,TCP,162
111.5,UDP,894
111.6,UDP,542
111.7,UDP,212
111.8,UDP,86
111.9,UDP,856
112.0,UDP,1008
112.1,UDP,964
112.2,UDP,1062
112.3,UDP,374
112.5,TCP,166
112.5,UDP,182
112.6,TCP,183
112.6,UDP,612
112.7,UDP,1151
112.8,UDP,513
113.3,UDP,962
113.4,UDP,810
113.5,UDP,878
113.6,UDP,1506
113.7,UDP,1420
113.8,TCP,765
113.8,UDP,1017
113.9,TCP,3881
113.9,UDP,408
114.0,TCP,180
114.0,UDP,84
114.1,TCP,683
114.1,UDP,84
114.2,TCP,3044
114.3,TCP,802
114.4,TCP,54
114.4,UDP,84
114.5,UDP,97
114.6,UDP,1002
114.7,UDP,1282
114.8,UDP,650
114.9,UDP,1466
115.0,UDP,1102
115.1,UDP,1418
115.2,UDP,788
115.3,UDP,1016
115.4,UDP,1108
115.5,UDP,1466
115.6,TCP,835
115.6,UDP,790
115.7,TCP,108
115.7,UDP,1517
115.8,UDP,1140
115.9,UDP,1476
116.0,UDP,1180
116.1,UDP,1564
116.2,UDP,1516
116.3,UDP,792
116.4,UDP,1514
116.5,TCP,131
116.5,UDP,1171
116.6,TCP,604
116.6,UDP,1576
116.7,TCP,7741
116.7,UDP,1186
116.8,TCP,12040
116.8,UDP,1505
116.9,TCP,14132
116.9,UDP,720
117.0,TCP,421
117.0,UDP,1540
117.1,UDP,1150
117.2,TCP,217
117.2,UDP,1508
117.3,TCP,230
117.3,UDP,1478
117.4,UDP,1050
117.5,UDP,736
117.6,UDP,1834
117.7,UDP,1796
117.8,UDP,1304
117.9,UDP,1476
118.0,UDP,1192
118.1,UDP,1504
118.2,UDP,764
118.3,UDP,1506
118.4,UDP,1146
118.5,UDP,2019
118.6,UDP,1247
118.7,UDP,1589
118.8,UDP,806
118.9,UDP,1488
119.0,UDP,1064
119.1,UDP,1560
119.2,UDP,1094
119.3,UDP,1598
119.4,TCP,765
119.4,UDP,1272
119.5,TCP,3665
119.5,UDP,688
119.6,TCP,162
119.6,UDP,1500
119.7,TCP,285
119.7,UDP,1588
119.8,TCP,686
119.8,UDP,879
119.9,TCP,2226
119.9,UDP,1590
120.0,TCP,313
120.0,UDP,1178
120.1,UDP,1578
120.2,UDP,1100
120.3,UDP,1582
120.4,UDP,864
120.5,UDP,1699
120.6,UDP,1576
120.7,UDP,1531
120.8,UDP,2420
120.9,UDP,1096
121.0,UDP,1694
121.1,UDP,832
121.2,UDP,1534
121.3,UDP,1074
121.4,UDP,1558
121.5,UDP,1160
121.6,TCP,108
121.6,UDP,1843
121.7,UDP,1639
121.8,UDP,852
121.9,UDP,1580
122.0,UDP,1160
122.1,UDP,1320
122.2,UDP,1554
122.3,UDP,830
122.4,UDP,1626
122.5,UDP,1583
122.6,UDP,1200
122.7,UDP,1650
122.8,TCP,266
122.8,UDP,1275
122.9,TCP,54
122.9,UDP,1560
123.0,UDP,870
123.1,UDP,1576
123.2,UDP,1166
123.3,UDP,1586
123.4,UDP,1178
123.5,UDP,1586
123.6,UDP,418
123.7,UDP,1796
123.8,UDP,1252
123.9,UDP,892
124.0,UDP,1546
124.1,UDP,1558
124.2,TCP,139
124.2,UDP,1176
124.3,TCP,108
124.3,UDP,1686
124.4,UDP,1292
124.5,UDP,1759
124.6,UDP,1582
124.7,UDP,1020
124.8,UDP,1620
124.9,UDP,1198
125.0,UDP,1742
125.1,UDP,1298
125.2,UDP,1714
125.3,UDP,826
125.4,UDP,1574
125.5,UDP,1198
125.6,UDP,1776
125.7,UDP,1436
125.8,UDP,1586
125.9,UDP,1015
126.0,UDP,1676
126.1,UDP,1810
126.2,UDP,1182
126.3,UDP,1686
126.4,UDP,1294
126.5,UDP,1731
126.6,UDP,1070
126.7,UDP,1898
126.8,UDP,1230
126.9,UDP,1682
127.0,UDP,1240
127.1,UDP,1692
127.2,TCP,163
127.2,UDP,888
127.3,TCP,176
127.3,UDP,1588
127.4,UDP,1228
127.5,UDP,1654
127.6,UDP,422
127.7,UDP,2621
127.8,UDP,880
127.9,UDP,1759
128.0,UDP,1220
128.1,UDP,1206
128.2,UDP,876
128.3,UDP,1668
128.4,UDP,1220
128.5,UDP,1721
128.6,UDP,1190
128.7,UDP,1718
128.8,UDP,1775
128.9,UDP,874
129.0,UDP,1174
129.1,UDP,1608
129.2,UDP,1652
129.3,UDP,1206
129.4,UDP,1592
129.5,UDP,812
129.6,UDP,1708
129.7,UDP,1840
129.8,UDP,1418
129.9,UDP,1604
130.0,UDP,1286
130.1,UDP,1758
130.2,UDP,906
130.3,TCP,54
130.3,UDP,1552
130.4,UDP,1300
130.5,UDP,1727
130.6,UDP,1256
130.7,UDP,2370
130.8,UDP,880
130.9,UDP,1632
131.0,UDP,1160
131.1,UDP,1144
131.2,UDP,1622
131.3,UDP,1696
131.4,UDP,874
131.5,UDP,1653
131.6,UDP,1283
131.7,UDP,134
131.8,TCP,139
131.8,UDP,85
131.9,UDP,420
132.0,UDP,1462
132.1,UDP,654
132.5,UDP,97
132.7,UDP,212
132.8,UDP,86
133.0,UDP,386
133.1,UDP,1404
133.2,UDP,788
133.3,UDP,1416
133.4,UDP,1018
133.5,UDP,1436
133.6,UDP,1510
133.7,UDP,1229
133.8,UDP,1429
134.0,UDP,1250
134.1,UDP,1112
134.2,UDP,1400
134.3,UDP,1486
134.4,UDP,1186
134.5,UDP,1497
134.6,UDP,756
134.7,UDP,1206
134.8,UDP,1611
134.9,UDP,1430
135.0,UDP,1082
135.1,UDP,1468
135.2,UDP,784
135.7,UDP,298
135.9,UDP,858
136.0,UDP,1098
136.1,UDP,1458
136.2,UDP,1180
136.3,UDP,802
136.4,UDP,1468
136.5,UDP,1581
136.6,UDP,720
136.7,UDP,961
136.8,UDP,1568
136.9,UDP,1114
137.0,UDP,1508
137.1,UDP,1538
137.2,UDP,1106
137.3,TCP,285
137.3,UDP,1508
137.4,TCP,54
137.4,UDP,770
137.5,UDP,1388
137.6,UDP,1212
137.7,UDP,252
137.8,UDP,481
137.9,UDP,1484
138.0,UDP,744
138.1,UDP,1600
138.2,UDP,1610
138.3,UDP,1150
138.4,UDP,1234
138.5,UDP,2325
138.6,UDP,1000
138.7,TCP,74
138.7,UDP,1684
138.8,TCP,691
138.8,UDP,1664
138.9,TCP,3827
138.9,UDP,1136
139.0,UDP,1070
139.1,TCP,180
139.1,UDP,1424
139.2,TCP,298
139.2,UDP,1468
139.3,TCP,355
139.3,UDP,766
139.4,TCP,54
139.4,UDP,1152
139.5,UDP,1570
139.6,UDP,1679
139.7,UDP,1199
139.8,UDP,814
139.9,UDP,1604
140.0,UDP,1704
140.1,TCP,74
140.1,UDP,1594
140.2,TCP,691
140.2,UDP,1112
140.3,TCP,3827
140.3,UDP,1458
140.4,TCP,180
140.4,UDP,1488
140.5,TCP,683
140.5,UDP,857
140.6,TCP,1584
140.6,UDP,1961
140.7,TCP,802
140.7,UDP,1429
140.8,TCP,54
140.8,UDP,1948
140.9,UDP,426
141.0,UDP,1050
141.1,UDP,1506
141.2,UDP,1458
141.3,UDP,514
141.4,UDP,1252
141.5,UDP,1088
141.6,UDP,1552
141.7,UDP,1360
141.8,UDP,1754
141.9,UDP,1554
142.0,UDP,904
142.1,UDP,1554
142.2,UDP,716
142.4,UDP,84
142.5,UDP,835
142.6,UDP,1496
142.7,UDP,511
142.8,UDP,1355
142.9,UDP,1088
143.0,UDP,1482
143.1,UDP,1068
143.2,UDP,816
143.3,UDP,392
143.4,UDP,828
143.5,UDP,1420
143.6,UDP,1178
143.7,UDP,1140
143.8,UDP,1457
143.9,UDP,472
144.0,UDP,1268
144.1,UDP,1492
144.2,UDP,1078
144.3,UDP,1506
144.4,UDP,1082
144.5,UDP,1533
144.6,UDP,958
144.7,UDP,1778
144.8,UDP,1164
144.9,UDP,1202
145.0,UDP,1600
145.1,UDP,434
145.2,UDP,1566
145.3,UDP,1148
145.4,UDP,1650
145.5,UDP,1658
145.6,TCP,140
145.6,UDP,1571
145.7,TCP,889
145.7,UDP,1925
145.8,TCP,418
145.8,UDP,1118
145.9,TCP,54
145.9,UDP,1482
146.0,UDP,1182
146.1,UDP,1572
146.2,TCP,108
146.2,UDP,970
146.4,UDP,508
146.5,UDP,913
146.6,UDP,1642
146.7,UDP,1560
146.8,UDP,1171
146.9,UDP,1570
147.0,UDP,1142
147.1,UDP,1464
147.2,UDP,854
147.3,TCP,163
147.3,UDP,1510
147.4,TCP,176
147.4,UDP,1156
147.5,UDP,1450
147.6,UDP,1294
147.7,UDP,1185
147.8,UDP,1862
147.9,UDP,1237
148.0,UDP,1562
148.1,UDP,1528
148.2,UDP,1188
148.3,UDP,1584
148.4,UDP,782
148.5,UDP,1621
148.6,UDP,1070
148.7,UDP,1489
148.8,UDP,390
149.5,UDP,1084
